reg,depot,vehicle_type,source_vehicle_type,make,model,ownership,fleet_group,supplier,registration_year,status,hire_lease_start_date,lease_term_months,lease_cost,weekly_hire_charge,odometer_reading,odometer_unit,inspection_due_date,inspection_frequency_weeks,mot_due_date,mot_frequency_weeks,loler_frequency_weeks,service_due_date,service_frequency_weeks,service_cost,tacho_frequency_weeks,payload_kg,fuel,gearbox_type,livery,rm_cover,telematics,telematics_provider,cctv,trailer_tracker,insurance_database,dart_charge_registered,congestion_zone_registered,merseyflow_registered,three_seater,front_tyre_size,back_tyre_size,date_added,tacho_due_date,middle_tyre_size,loler_due_date
SA19OPM,Exeter,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Example Fleet Partners,2019,Active,2019-03-09,36,557,0,227500,M,2026-12-17,12,2026-12-10,52,0,2026-10-22,26,150,0,1100,Diesel,Manual,White,1,0,,1,0,0,1,0,1,0,225/65R16C,225/65R16C,2019-03-09,,,
SA25SMG,Exeter,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Illustration Rentals,2025,VOR,2025-07-20,0,0,145,63500,M,2026-12-10,12,2026-09-17,52,0,2026-10-08,26,250,0,1100,Diesel,Manual,Silver,0,1,DemoTrack,0,0,1,0,0,1,1,225/65R16C,225/65R16C,2025-07-20,,,
SA25WWS,Exeter,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2025,Active,2025-09-07,0,0,0,162750,M,2026-10-15,12,2026-10-22,52,0,2027-02-11,26,150,0,1100,Diesel,Manual,Silver,0,0,,0,0,1,1,0,1,1,225/65R16C,225/65R16C,2025-09-07,,,
SA23HNP,Exeter,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2023,Active,2023-06-27,0,0,0,199750,M,2026-11-12,12,2027-08-05,52,0,2027-01-21,26,650,0,1100,Diesel,Manual,Blue,1,1,FleetExample,0,0,1,1,0,1,1,225/65R16C,225/65R16C,2023-06-27,,,
SA19GFS,Exeter,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Example Fleet Partners,2019,Active,2019-01-22,0,0,650,139000,M,2026-10-01,12,2027-06-17,52,0,2027-02-04,26,400,0,1100,Diesel,Manual,White,0,0,,0,0,1,1,1,0,1,225/65R16C,225/65R16C,2019-01-22,,,
SA24FJS,Exeter,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Demo Hire Services,2024,Active,2024-11-12,36,265,0,132250,M,2026-10-22,12,2027-06-10,52,0,2026-12-10,26,150,0,1100,Diesel,Manual,Blue,1,0,,1,0,1,1,0,1,1,225/65R16C,225/65R16C,2024-11-12,,,
SA22GUR,Coventry,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2022,Active,2022-12-11,0,0,0,16250,M,2026-11-19,12,2027-03-11,52,0,2027-03-11,26,650,0,1100,Diesel,Manual,Green / Sample Branding,0,0,,1,0,1,1,0,0,1,225/65R16C,225/65R16C,2022-12-11,,,
SA19YFZ,Coventry,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2019,Active,2019-06-15,0,0,0,22000,M,2026-11-05,12,2027-01-14,52,0,2026-04-09,26,650,0,1100,Diesel,Manual,Silver,1,0,,0,0,1,1,0,0,1,225/65R16C,225/65R16C,2019-06-15,,,
SA21GLC,Coventry,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Demo Hire Services,2021,Active,2021-07-14,48,447,0,183750,M,2026-09-24,12,2027-08-19,52,0,2026-10-01,26,400,0,1100,Diesel,Manual,Green / Sample Branding,1,0,,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2021-07-14,,,
SA24SCS,Coventry,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Demo Hire Services,2024,Active,2024-06-02,0,0,145,168500,M,2026-10-22,12,2027-02-11,52,0,2027-02-04,26,250,0,1100,Diesel,Manual,White,1,0,,0,0,1,1,1,1,0,225/65R16C,225/65R16C,2024-06-02,,,
SA21SHH,Coventry,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Illustration Rentals,2021,Active,2021-02-15,36,451,0,77250,M,2026-10-01,12,2026-10-22,52,0,2027-03-11,26,250,0,1100,Diesel,Manual,Blue,0,1,SampleConnect,0,0,0,1,0,1,1,225/65R16C,225/65R16C,2021-02-15,,,
SA25KHM,Coventry,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Illustration Rentals,2025,Active,2025-06-21,0,0,145,116250,M,2026-10-01,12,2027-04-08,52,0,2027-01-14,26,400,0,1100,Diesel,Manual,Blue,0,1,DemoTrack,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2025-06-21,,,
SA25GSY,Coventry,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2025,Active,2025-04-04,0,0,0,48500,M,2026-10-15,12,2027-05-20,52,0,2027-03-25,26,250,0,1100,Diesel,Manual,Silver,0,0,,1,0,1,1,1,1,1,225/65R16C,225/65R16C,2025-04-04,,,
SA25XLB,Coventry,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Demo Hire Services,2025,Active,2025-04-15,0,0,145,188500,M,2026-11-26,12,2027-01-07,52,0,2027-03-04,26,150,0,1100,Diesel,Manual,White,0,0,,1,0,1,1,0,0,1,225/65R16C,225/65R16C,2025-04-15,,,
SA19OVF,Coventry,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2019,Active,2019-12-05,0,0,0,133250,M,2026-10-29,12,2026-10-01,52,0,2026-10-15,26,250,0,1100,Diesel,Manual,Blue,1,0,,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2019-12-05,,,
SA20FYM,Coventry,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Demo Hire Services,2020,Active,2020-04-17,36,391,0,218500,M,2026-11-19,12,2026-11-19,52,0,2026-10-29,26,150,0,1100,Diesel,Manual,Green / Sample Branding,1,1,SampleConnect,1,0,0,1,0,1,0,225/65R16C,225/65R16C,2020-04-17,,,
SA23YCJ,Coventry,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Sample Leasing Ltd,2023,Active,2023-09-14,48,272,0,219250,M,2026-10-08,12,2026-10-08,52,0,2027-03-04,26,400,0,1100,Diesel,Manual,Blue,0,0,,1,0,0,1,0,1,1,225/65R16C,225/65R16C,2023-09-14,,,
SA25XHM,Potters-Bar,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Illustration Rentals,2025,Active,2025-02-23,48,271,0,91500,M,2026-10-08,12,2026-10-22,52,0,2027-03-18,26,400,0,1100,Diesel,Manual,Silver,1,0,,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2025-02-23,,,
SA21PDJ,Potters-Bar,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Demo Hire Services,2021,Active,2021-07-15,36,337,0,57250,M,2026-10-29,12,2026-12-31,52,0,2027-03-25,26,150,0,1100,Diesel,Manual,Silver,0,1,FleetExample,0,0,1,1,1,0,1,225/65R16C,225/65R16C,2021-07-15,,,
SA22YAV,Potters-Bar,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2022,VOR,2022-01-01,0,0,0,34750,M,2026-11-12,12,2027-08-19,52,0,2026-10-01,26,0,0,1100,Diesel,Manual,Green / Sample Branding,1,1,SampleConnect,1,0,0,1,1,0,1,225/65R16C,225/65R16C,2022-01-01,,,
SA24THH,Potters-Bar,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Example Fleet Partners,2024,Active,2024-04-03,0,0,650,66750,M,2026-12-17,12,2027-09-02,52,0,2027-02-11,26,400,0,1100,Diesel,Manual,Blue,0,0,,0,0,0,1,1,0,1,225/65R16C,225/65R16C,2024-04-03,,,
SA23LVT,Potters-Bar,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2023,Active,2023-10-06,0,0,0,31500,M,2026-12-17,12,2026-09-17,52,0,2027-03-25,26,250,0,1100,Diesel,Manual,Blue,0,1,FleetExample,1,0,0,1,0,1,1,225/65R16C,225/65R16C,2023-10-06,,,
SA19KZK,Potters-Bar,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Illustration Rentals,2019,Active,2019-04-18,0,0,650,126500,M,2026-11-19,12,2027-01-21,52,0,2027-01-28,26,650,0,1100,Diesel,Manual,Blue,1,0,,1,0,0,1,1,1,1,225/65R16C,225/65R16C,2019-04-18,,,
SA25AEV,Potters-Bar,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Illustration Rentals,2025,Active,2025-01-18,0,0,650,215250,M,2026-10-08,12,2026-12-24,52,0,2026-10-01,26,650,0,1100,Diesel,Manual,Blue,1,1,SampleConnect,0,0,1,1,1,0,1,225/65R16C,225/65R16C,2025-01-18,,,
SA23ZPM,Potters-Bar,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2023,Active,2023-01-22,0,0,0,94000,M,2026-11-26,12,2027-01-21,52,0,2026-11-05,26,250,0,1100,Diesel,Manual,Green / Sample Branding,1,1,FleetExample,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2023-01-22,,,
SA19ACC,Potters-Bar,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2019,Active,2019-04-19,0,0,650,138250,M,2026-10-29,12,2027-03-04,52,0,2026-11-05,26,0,0,1100,Diesel,Manual,White / Sample Branding,1,1,DemoTrack,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2019-04-19,,,
SA22NVA,Potters-Bar,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2022,Active,2022-04-08,0,0,650,189000,M,2026-11-26,12,2027-09-02,52,0,2027-03-04,26,400,0,1100,Diesel,Manual,Silver,1,0,,0,0,0,1,0,0,1,225/65R16C,225/65R16C,2022-04-08,,,
SA20DXH,Potters-Bar,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Sample Leasing Ltd,2020,Active,2020-09-25,48,276,0,72250,M,2026-10-15,12,2027-04-15,52,0,2026-04-09,26,150,0,1100,Diesel,Manual,White / Sample Branding,0,0,,1,0,0,1,1,1,1,225/65R16C,225/65R16C,2020-09-25,,,
SA24UHX,Gravesend,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2024,Active,2024-10-16,0,0,0,239250,M,2026-09-03,12,2027-09-23,52,0,2026-10-08,26,150,0,1100,Diesel,Manual,Green / Sample Branding,1,0,,1,0,1,1,1,1,0,225/65R16C,225/65R16C,2024-10-16,,,
SA22LMX,Gravesend,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Demo Hire Services,2022,VOR,2022-06-28,0,0,650,42500,M,2026-12-10,12,2026-10-15,52,0,2026-11-26,26,650,0,1100,Diesel,Manual,White,0,1,FleetExample,1,0,0,1,1,0,1,225/65R16C,225/65R16C,2022-06-28,,,
SA19XZP,Gravesend,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Example Fleet Partners,2019,Active,2019-12-11,60,485,0,234750,M,2026-11-19,12,2027-02-25,52,0,2026-12-17,26,650,0,1100,Diesel,Manual,Green / Sample Branding,0,1,SampleConnect,1,0,0,1,0,0,1,225/65R16C,225/65R16C,2019-12-11,,,
SA24FRA,Gravesend,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Demo Hire Services,2024,Active,2024-10-10,48,335,0,239250,M,2026-12-10,12,2027-08-19,52,0,2026-11-05,26,250,0,1100,Diesel,Manual,Silver,0,1,DemoTrack,1,0,0,1,1,1,1,225/65R16C,225/65R16C,2024-10-10,,,
SA20OTF,Gravesend,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2020,Active,2020-04-25,0,0,650,218000,M,2026-12-10,12,2027-08-19,52,0,2027-02-25,26,400,0,1100,Diesel,Manual,White,1,0,,0,0,0,1,0,0,1,225/65R16C,225/65R16C,2020-04-25,,,
SA25PHP,Gravesend,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Sample Leasing Ltd,2025,Active,2025-03-02,60,482,0,189250,M,2026-10-08,12,2026-12-24,52,0,2027-01-07,26,0,0,1100,Diesel,Manual,White,1,0,,0,0,1,1,1,0,1,225/65R16C,225/65R16C,2025-03-02,,,
SA19PHZ,Gravesend,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2019,Active,2019-06-01,0,0,650,88750,M,2026-12-17,12,2027-06-10,52,0,2026-11-26,26,0,0,1100,Diesel,Manual,Silver,0,0,,0,0,1,0,1,1,0,225/65R16C,225/65R16C,2019-06-01,,,
SA24MXA,Gravesend,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2024,Active,2024-06-17,0,0,0,195500,M,2026-12-10,12,2027-08-12,52,0,2027-01-14,26,650,0,1100,Diesel,Manual,Silver,0,1,SampleConnect,0,0,1,1,0,1,1,225/65R16C,225/65R16C,2024-06-17,,,
SA21YAK,Gravesend,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2021,Active,2021-08-25,0,0,145,51500,M,2026-11-05,12,2027-07-29,52,0,2026-10-08,26,650,0,1100,Diesel,Manual,Blue,0,1,DemoTrack,0,0,0,0,1,1,1,225/65R16C,225/65R16C,2021-08-25,,,
SA21SAN,Gravesend,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Example Fleet Partners,2021,Active,2021-05-04,0,0,650,67750,M,2026-10-15,12,2026-10-01,52,0,2027-01-28,26,400,0,1100,Diesel,Manual,Green / Sample Branding,1,1,FleetExample,0,0,0,0,0,0,1,225/65R16C,225/65R16C,2021-05-04,,,
SA19MMF,Gravesend,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2019,Active,2019-11-11,0,0,0,152250,M,2026-10-22,12,2027-04-01,52,0,2026-12-31,26,250,0,1100,Diesel,Manual,Silver,0,1,FleetExample,1,0,1,1,1,0,0,225/65R16C,225/65R16C,2019-11-11,,,
SA25CYG,Yaxley,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2025,Active,2025-09-26,0,0,145,86000,M,2026-10-29,12,2027-04-22,52,0,2026-11-05,26,150,0,1100,Diesel,Manual,White / Sample Branding,1,1,FleetExample,0,0,1,1,0,1,1,225/65R16C,225/65R16C,2025-09-26,,,
SA19RBJ,Yaxley,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Demo Hire Services,2019,Active,2019-08-02,0,0,650,113250,M,2026-11-26,12,2027-06-24,52,0,2026-12-03,26,650,0,1100,Diesel,Manual,Silver,1,1,SampleConnect,1,0,0,0,0,0,0,225/65R16C,225/65R16C,2019-08-02,,,
SA23OLT,Yaxley,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Example Fleet Partners,2023,Active,2023-12-07,36,448,0,44000,M,2026-10-01,12,2025-10-16,52,0,2026-11-05,26,0,0,1100,Diesel,Manual,White / Sample Branding,1,0,,0,0,1,1,0,0,1,225/65R16C,225/65R16C,2023-12-07,,,
SA21RES,Yaxley,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Sample Leasing Ltd,2021,Active,2021-03-09,60,534,0,221000,M,2026-11-05,12,2027-08-19,52,0,2027-01-07,26,250,0,1100,Diesel,Manual,White / Sample Branding,1,1,DemoTrack,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2021-03-09,,,
SA25DNN,Yaxley,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2025,Active,2025-02-14,0,0,145,44250,M,2026-11-05,12,2027-07-29,52,0,2026-10-08,26,400,0,1100,Diesel,Manual,White / Sample Branding,0,0,,1,0,0,1,1,0,1,225/65R16C,225/65R16C,2025-02-14,,,
SA20SHU,Yaxley,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Illustration Rentals,2020,Active,2020-08-16,0,0,650,38250,M,2026-12-17,12,2027-09-16,52,0,2027-02-25,26,150,0,1100,Diesel,Manual,Silver,1,1,DemoTrack,0,0,1,1,0,0,1,225/65R16C,225/65R16C,2020-08-16,,,
SA19BBM,Yaxley,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2019,Active,2019-02-25,0,0,0,108500,M,2026-12-17,12,2027-07-01,52,0,2027-02-04,26,250,0,1100,Diesel,Manual,Green / Sample Branding,1,0,,1,0,1,0,1,1,0,225/65R16C,225/65R16C,2019-02-25,,,
SA25GYJ,Yaxley,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Sample Leasing Ltd,2025,Active,2025-05-28,24,237,0,94750,M,2026-10-29,12,2027-04-22,52,0,2026-12-10,26,150,0,1100,Diesel,Manual,White,1,1,DemoTrack,1,0,0,1,1,1,1,225/65R16C,225/65R16C,2025-05-28,,,
SA24WTN,Yaxley,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Sample Leasing Ltd,2024,Active,2024-04-04,24,466,0,59750,M,2026-11-19,12,2027-05-20,52,0,2026-07-23,26,0,0,1100,Diesel,Manual,Green / Sample Branding,1,0,,0,0,1,1,1,0,1,225/65R16C,225/65R16C,2024-04-04,,,
SA24TKC,Yaxley,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2024,Active,2024-05-27,0,0,0,64750,M,2026-07-16,12,2027-04-29,52,0,2026-10-15,26,650,0,1100,Diesel,Manual,Silver,0,0,,0,0,1,1,1,0,1,225/65R16C,225/65R16C,2024-05-27,,,
SA25PNC,Luton,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Illustration Rentals,2025,Active,2025-07-09,36,209,0,214000,M,2026-10-15,12,2026-10-15,52,0,2027-02-25,26,650,0,1100,Diesel,Manual,White,1,1,FleetExample,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2025-07-09,,,
SA24VEA,Luton,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Example Fleet Partners,2024,VOR,2024-02-05,36,373,0,142000,M,2026-12-10,12,2027-07-22,52,0,2026-10-15,26,650,0,1100,Diesel,Manual,White / Sample Branding,1,0,,0,0,1,1,1,1,1,225/65R16C,225/65R16C,2024-02-05,,,
SA25DWU,Luton,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2025,Active,2025-01-10,0,0,145,79500,M,2026-10-22,12,2026-11-05,52,0,2026-11-05,26,650,0,1100,Diesel,Manual,Green / Sample Branding,0,1,DemoTrack,0,0,0,1,0,0,0,225/65R16C,225/65R16C,2025-01-10,,,
SA21COD,Luton,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Demo Hire Services,2021,Active,2021-05-20,0,0,650,210500,M,2026-10-15,12,2027-02-25,52,0,2026-11-19,26,250,0,1100,Diesel,Manual,White,1,0,,0,0,1,1,0,1,1,225/65R16C,225/65R16C,2021-05-20,,,
SA23JZM,Luton,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Demo Hire Services,2023,Active,2023-04-02,0,0,145,6250,M,2026-11-05,12,2027-08-12,52,0,2027-02-25,26,400,0,1100,Diesel,Manual,White / Sample Branding,1,0,,0,0,0,1,1,0,1,225/65R16C,225/65R16C,2023-04-02,,,
SA24WRX,Luton,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Example Fleet Partners,2024,Active,2024-03-17,0,0,650,185750,M,2026-10-29,12,2027-09-23,52,0,2026-10-15,26,650,0,1100,Diesel,Manual,Green / Sample Branding,1,1,DemoTrack,1,0,1,1,1,0,1,225/65R16C,225/65R16C,2024-03-17,,,
SA24YRO,Luton,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2024,Active,2024-01-09,0,0,145,101000,M,2026-10-08,12,2027-05-27,52,0,2027-03-11,26,150,0,1100,Diesel,Manual,White / Sample Branding,1,1,FleetExample,1,0,1,1,0,0,1,225/65R16C,225/65R16C,2024-01-09,,,
SA24JAR,Luton,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2024,Active,2024-06-27,0,0,0,52000,M,2026-10-22,12,2027-08-19,52,0,2027-01-28,26,250,0,1100,Diesel,Manual,Green / Sample Branding,1,0,,1,0,0,1,1,1,0,225/65R16C,225/65R16C,2024-06-27,,,
SA21ZOF,Luton,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Illustration Rentals,2021,Active,2021-03-21,60,541,0,60250,M,2026-11-12,12,2027-01-14,52,0,2027-02-04,26,650,0,1100,Diesel,Manual,Green / Sample Branding,0,1,SampleConnect,0,0,1,1,1,0,1,225/65R16C,225/65R16C,2021-03-21,,,
SA22UKH,Luton,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2022,Active,2022-06-15,0,0,650,210500,M,2026-12-10,12,2026-10-29,52,0,2026-12-03,26,0,0,1100,Diesel,Manual,White / Sample Branding,1,0,,1,0,0,1,0,0,1,225/65R16C,225/65R16C,2022-06-15,,,
SA24UPH,Newport,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2024,Active,2024-04-01,0,0,0,230500,M,2026-10-01,12,2027-03-04,52,0,2027-02-04,26,400,0,1100,Diesel,Manual,White,1,1,SampleConnect,0,0,1,0,1,0,1,225/65R16C,225/65R16C,2024-04-01,,,
SA20JBR,Newport,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2020,Active,2020-01-18,0,0,0,66500,M,2026-12-10,12,2027-09-16,52,0,2026-10-08,26,150,0,1100,Diesel,Manual,Silver,0,0,,1,0,0,1,1,0,1,225/65R16C,225/65R16C,2020-01-18,,,
SA21HEE,Newport,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2021,VOR,2021-11-10,0,0,0,116750,M,2026-10-15,12,2026-01-01,52,0,2027-01-28,26,0,0,1100,Diesel,Manual,White / Sample Branding,0,0,,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2021-11-10,,,
SA22DKA,Newport,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Example Fleet Partners,2022,Active,2022-06-12,0,0,650,190500,M,2026-12-17,12,2027-04-29,52,0,2026-10-22,26,400,0,1100,Diesel,Manual,White,0,0,,1,0,0,1,1,0,1,225/65R16C,225/65R16C,2022-06-12,,,
SA23RTM,Newport,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2023,Active,2023-07-07,0,0,145,189750,M,2026-12-03,12,2027-07-29,52,0,2026-12-17,26,400,0,1100,Diesel,Manual,Silver,1,0,,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2023-07-07,,,
SA21ZWR,Newport,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2021,VOR,2021-02-10,0,0,145,196500,M,2026-11-19,12,2026-11-26,52,0,2027-02-25,26,250,0,1100,Diesel,Manual,White / Sample Branding,0,0,,1,0,0,1,1,0,1,225/65R16C,225/65R16C,2021-02-10,,,
SA25PPX,Newport,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2025,Active,2025-03-06,0,0,0,22000,M,2026-10-08,12,2026-12-03,52,0,2026-12-03,26,400,0,1100,Diesel,Manual,White,1,1,SampleConnect,1,0,0,0,1,0,0,225/65R16C,225/65R16C,2025-03-06,,,
SA25EXC,Newport,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Example Fleet Partners,2025,Active,2025-12-24,0,0,650,168000,M,2026-10-01,12,2027-01-21,52,0,2027-03-25,26,650,0,1100,Diesel,Manual,Blue,0,1,DemoTrack,1,0,1,1,1,0,0,225/65R16C,225/65R16C,2025-12-24,,,
SA22CFE,Newport,Hi-Cube,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Illustration Rentals,2022,Active,2022-11-13,0,0,145,184000,M,2026-10-01,12,2027-05-20,52,0,2026-09-03,26,0,0,1100,Diesel,Manual,Silver,1,0,,1,0,1,1,1,1,1,225/65R16C,225/65R16C,2022-11-13,,,
SA25XMM,Newport,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2025,VOR,2025-10-14,0,0,0,18000,M,2026-07-16,12,2027-04-08,52,0,2027-03-25,26,0,0,1100,Diesel,Manual,Green / Sample Branding,1,1,FleetExample,0,0,0,1,1,1,1,225/65R16C,225/65R16C,2025-10-14,,,
SA24NGE,Spennymoor,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Illustration Rentals,2024,Active,2024-02-18,0,0,650,141750,M,2026-10-08,12,2026-10-15,52,0,2027-01-21,26,400,0,1100,Diesel,Manual,Silver,0,1,SampleConnect,0,0,0,1,0,0,1,225/65R16C,225/65R16C,2024-02-18,,,
SA23LNH,Spennymoor,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Owned,Delivery Fleet,,2023,Active,2023-07-26,0,0,0,189750,M,2026-10-22,12,2027-03-11,52,0,2027-03-04,26,650,0,1100,Diesel,Manual,White,1,1,SampleConnect,1,0,1,1,0,1,1,225/65R16C,225/65R16C,2023-07-26,,,
SA19BPJ,Spennymoor,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Demo Hire Services,2019,Active,2019-04-08,0,0,650,190500,M,2026-11-19,12,2027-09-02,52,0,2027-03-04,26,250,0,1100,Diesel,Manual,White / Sample Branding,1,0,,0,0,0,1,1,0,1,225/65R16C,225/65R16C,2019-04-08,,,
SA25ZKJ,Spennymoor,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Lease,Delivery Fleet,Demo Hire Services,2025,Active,2025-02-14,60,394,0,93000,M,2026-10-08,12,2027-03-11,52,0,2026-11-26,26,0,0,1100,Diesel,Manual,White,0,1,DemoTrack,0,0,0,1,1,0,1,225/65R16C,225/65R16C,2025-02-14,,,
SA20WKR,Spennymoor,3.5 Tonne,Panel Van,Example Automotive,Cargo Van 100,Hire,Delivery Fleet,Sample Leasing Ltd,2020,Active,2020-07-05,0,0,650,190250,M,2026-10-08,12,2027-04-08,52,0,2027-01-07,26,250,0,1100,Diesel,Manual,White,1,0,,0,0,0,0,1,0,1,225/65R16C,225/65R16C,2020-07-05,,,
