reg,depot,vehicle_type,vor_date,vor_category,vor_sub_category,vor_details,damage_type,covered_under_rm,repair_site,reported_to_supplier,liability,original_expected_return_date,expected_return_date,eta_revision_count,actual_return_date,status,source_vor_term_days,fraikin_view_number
SA23UHZ,Spennymoor,Megatrailer,2026-09-19,Vehicle Damage - Crew Recharge,Door Damage,Sample door damage reported at Spennymoor,Body,1,Sample Repair Site 5,1,AO,2026-09-24,2026-09-24,0,,Open,5,
SA20KLK,Crewe,Tractor Unit,2026-09-23,Vehicle Damage - Crew Recharge,Minor Damage,Sample minor damage reported at Crewe,Body,0,Sample Repair Site 1,1,AO,2026-09-27,2026-09-27,0,,Open,2,
SA21FCH,Potters-Bar,3.5 Tonne,2026-09-17,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Potters-Bar,Mechanical,0,Sample Repair Site 5,1,AO,2026-09-30,2026-09-30,0,,Open,6,
SA25BMC,Newport,Hi-Cube,2026-09-15,Non-Scheduled Maintenance,Rear frame damage,Sample rear frame damage reported at Newport,Body,1,Sample Repair Site 7,0,AO,2026-09-27,2026-09-18,0,,Open,11,
SA25XGY,Newport,Tractor Unit,2026-09-24,Legal Maintenance,MOT & Service,Sample mot & service reported at Newport,Mechanical,0,Sample Repair Site 12,1,AO,2026-09-26,2026-09-26,0,,Open,1,
SA20DCO,Dundee,Megatrailer,2026-09-08,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Dundee,Mechanical,1,Sample Repair Site 6,1,AO,2026-09-21,2026-09-24,1,,Open,12,
SA21DOM,Newport,18 Tonne,2026-09-22,Non-Scheduled Maintenance,Rear frame damage,Sample rear frame damage reported at Newport,Body,0,Sample Repair Site 11,1,AO,2026-10-05,2026-10-05,0,,Open,8,
SA25GMV,Basildon,Megatrailer,2026-09-18,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Basildon,Mechanical,0,Sample Repair Site 3,1,Fraikin,2026-10-01,2026-10-01,0,,Open,13,
SA24ZYS,Stoke,3.5 Tonne,2026-09-23,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Stoke,Body,0,Sample Repair Site 4,1,AO,2026-09-26,2026-09-23,0,,Open,4,
SA19ZAA,Dundee,Tractor Unit,2026-09-19,Vehicle Damage - Crew Recharge,Cosmetic Damage,Sample cosmetic damage reported at Dundee,Body,0,Sample Repair Site 3,1,Fraikin,2026-09-23,2026-10-05,1,,Open,6,
SA19PZL,Potters-Bar,Conventional Trailer,2026-09-13,Non-Scheduled Maintenance,Clutch,Sample clutch reported at Potters-Bar,Mechanical,1,Sample Repair Site 6,0,AO,2026-09-25,2026-09-25,0,,Open,6,
SA25CCF,Crossgreen,Hi-Cube,2026-09-20,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Crossgreen,Mechanical,1,Sample Repair Site 6,1,AO,2026-09-23,2026-09-27,1,,Open,1,FV100801
SA21TOM,Crossgreen,18 Tonne,2026-09-22,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Crossgreen,Mechanical,0,Sample Repair Site 6,1,Third Party,2026-09-25,2026-09-25,0,,Open,3,
SA19OVY,Gravesend,Conventional Trailer,2026-09-24,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Gravesend,Mechanical,0,Sample Repair Site 10,0,AO,2026-09-26,2026-09-24,0,,Open,3,
SA22LMX,Gravesend,3.5 Tonne,2026-09-23,Non-Scheduled Maintenance,Tail Lift,Sample tail lift reported at Gravesend,Mechanical,0,Sample Repair Site 8,1,AO,2026-09-29,2026-09-29,0,,Open,8,
SA24BXM,Crewe,18 Tonne,2026-09-11,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Crewe,Mechanical,0,Sample Repair Site 6,0,AO,2026-09-14,2026-09-26,2,,Open,1,FV100198
SA21NSP,Crawley,18 Tonne,2026-09-23,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Crawley,Mechanical,0,Sample Repair Site 10,1,AO,2026-09-26,2026-09-26,0,,Open,3,
SA23DFF,Crossgreen,3.5 Tonne,2026-09-15,Non-Scheduled Maintenance,Steering,Sample steering reported at Crossgreen,Mechanical,0,Sample Repair Site 8,0,AO,2026-09-22,2026-10-04,1,,Open,8,
SA19DYL,Exeter,3.5 Tonne,2026-09-23,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Exeter,Body,0,Sample Repair Site 7,1,AO,2026-10-02,2026-10-02,0,,Open,9,
SA25SMG,Exeter,3.5 Tonne,2026-08-30,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Exeter,Mechanical,0,Sample Repair Site 2,1,AO,2026-09-05,2026-09-24,2,,Open,3,FV100189
SA24WUV,Crewe,3.5 Tonne,2026-09-08,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Crewe,Mechanical,0,Sample Repair Site 10,1,AO,2026-09-19,2026-09-25,1,,Open,6,
SA25RBC,Crewe,Tractor Unit,2026-09-24,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Crewe,Body,0,Sample Repair Site 7,1,AO,2026-09-28,2026-09-28,0,,Open,2,
SA20BXX,Crossgreen,18 Tonne,2026-09-21,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Crossgreen,Body,0,Sample Repair Site 3,1,Fraikin,2026-09-25,2026-09-25,0,,Open,4,
SA23MVW,Crossgreen,Tractor Unit,2026-09-21,Non-Scheduled Maintenance,Fluid Leak,Sample fluid leak reported at Crossgreen,Mechanical,1,Sample Repair Site 11,1,AO,2026-09-25,2026-09-25,0,,Open,3,
SA19PVU,Coventry,Conventional Trailer,2026-09-24,Legal Maintenance,Inspection,Sample inspection reported at Coventry,Mechanical,0,Sample Repair Site 8,0,AO,2026-09-25,2026-09-25,0,,Open,1,FV100108
SA21HEE,Newport,3.5 Tonne,2026-08-14,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Newport,Body,0,Sample Repair Site 4,1,Third Party,2026-08-22,2026-10-04,3,,Open,5,FV100289
SA23XGS,Luton,3.5 Tonne,2026-09-13,Non-Scheduled Maintenance,Clutch,Sample clutch reported at Luton,Mechanical,0,Sample Repair Site 10,1,Fraikin,2026-09-21,2026-09-27,1,,Open,9,FV100339
SA24BKV,Larkhall,18 Tonne,2026-09-04,Non-Scheduled Maintenance,Gearbox,Sample gearbox reported at Larkhall,Mechanical,0,Sample Repair Site 6,1,AO,2026-09-21,2026-10-03,1,,Open,10,
SA21PAJ,Crossgreen,18 Tonne,2026-09-24,Legal Maintenance,Inspection,Sample inspection reported at Crossgreen,Mechanical,1,Sample Repair Site 2,1,Fraikin,2026-09-25,2026-09-25,0,,Open,1,
SA22XFO,Dundee,Tractor Unit,2026-09-23,Non-Scheduled Maintenance,Steering,Sample steering reported at Dundee,Mechanical,0,Sample Repair Site 7,0,AO,2026-10-01,2026-10-01,0,,Open,10,
SA22PJY,Crewe,18 Tonne,2026-09-11,Non-Scheduled Maintenance,Box Damage,Sample box damage reported at Crewe,Body,1,Sample Repair Site 3,0,Third Party,2026-09-19,2026-10-02,1,,Open,8,
SA23BLS,Crawley,Conventional Trailer,2026-09-24,Legal Maintenance,Inspection,Sample inspection reported at Crawley,Mechanical,0,Sample Repair Site 1,1,AO,2026-09-25,2026-09-25,0,,Open,1,
SA19XKR,Yaxley,18 Tonne,2026-09-22,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Yaxley,Body,0,Sample Repair Site 5,0,Fraikin,2026-09-26,2026-09-26,0,,Open,5,
SA24GSA,Crewe,3.5 Tonne,2026-09-22,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Crewe,Body,0,Sample Repair Site 1,1,Third Party,2026-09-30,2026-09-30,0,,Open,6,
SA21ZDO,Crossgreen,Hi-Cube,2026-09-20,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Crossgreen,Body,0,Sample Repair Site 4,0,AO,2026-09-24,2026-09-24,0,,Open,5,
SA21ODB,Crewe,18 Tonne,2026-09-20,Non-Scheduled Maintenance,Steering,Sample steering reported at Crewe,Mechanical,0,Sample Repair Site 1,1,AO,2026-09-26,2026-09-26,0,,Open,6,
SA23XMW,Crewe,3.5 Tonne,2026-08-20,Non-Scheduled Maintenance,Steering,Sample steering reported at Crewe,Mechanical,0,Sample Repair Site 11,1,Fraikin,2026-08-29,2026-09-10,3,,Open,11,
SA24NPG,Stoke,3.5 Tonne,2026-09-18,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Stoke,Mechanical,0,Sample Repair Site 7,0,Fraikin,2026-09-24,2026-09-24,0,,Open,4,
SA25WUH,Stoke,3.5 Tonne,2026-08-31,Non-Scheduled Maintenance,Gearbox,Sample gearbox reported at Stoke,Mechanical,1,Sample Repair Site 7,1,AO,2026-09-14,2026-10-01,2,,Open,10,FV100924
SA23NYF,Crossgreen,18 Tonne,2026-09-22,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Crossgreen,Body,1,Sample Repair Site 9,0,Fraikin,2026-09-26,2026-09-26,0,,Open,4,
SA21DFY,Crawley,Tractor Unit,2026-08-21,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Crawley,Body,0,Sample Repair Site 6,1,AO,2026-08-25,2026-09-28,3,,Open,2,
SA25LTU,Coventry,Tractor Unit,2026-09-20,Non-Scheduled Maintenance,Brakes,Sample brakes reported at Coventry,Mechanical,0,Sample Repair Site 8,0,AO,2026-09-24,2026-09-24,0,,Open,3,
SA25YJH,Stoke,Tractor Unit,2026-08-25,RTC - AO Liable,Major Damage,Sample major damage reported at Stoke,Body,0,Sample Repair Site 11,0,AO,2026-09-16,2026-09-12,1,,Open,25,
SA19LNB,Fareham,3.5 Tonne,2026-09-12,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Fareham,Mechanical,0,Sample Repair Site 3,1,AO,2026-09-23,2026-09-12,1,,Open,11,
SA22JCS,Crawley,Tractor Unit,2026-09-22,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Crawley,Body,0,Sample Repair Site 10,1,Third Party,2026-09-26,2026-09-26,0,,Open,5,
SA20NSO,Crewe,3.5 Tonne,2026-09-19,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Crewe,Mechanical,0,Sample Repair Site 10,1,Fraikin,2026-09-26,2026-09-26,0,,Open,6,
SA21BEC,Crewe,3.5 Tonne,2026-09-17,Non-Scheduled Maintenance,Rear frame damage,Sample rear frame damage reported at Crewe,Body,0,Sample Repair Site 2,1,AO,2026-09-29,2026-09-29,0,,Open,15,
SA20UEE,Crewe,3.5 Tonne,2026-09-19,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Crewe,Body,1,Sample Repair Site 4,1,AO,2026-09-27,2026-09-19,0,,Open,9,
SA23XWV,Exeter,18 Tonne,2026-09-24,Legal Maintenance,MOT & Service,Sample mot & service reported at Exeter,Mechanical,0,Sample Repair Site 9,1,AO,2026-09-25,2026-09-25,0,,Open,1,
SA22YUS,Luton,Tractor Unit,2026-09-24,Legal Maintenance,Inspection,Sample inspection reported at Luton,Mechanical,1,Sample Repair Site 1,1,Fraikin,2026-09-25,2026-09-24,0,,Open,1,
SA20PRE,Crossgreen,3.5 Tonne,2026-09-21,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Crossgreen,Mechanical,1,Sample Repair Site 7,1,AO,2026-09-24,2026-09-24,0,,Open,2,
SA20MNW,Stoke,18 Tonne,2026-09-22,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Stoke,Mechanical,1,Sample Repair Site 7,1,AO,2026-09-24,2026-09-22,0,,Open,2,
SA25TBJ,Crewe,18 Tonne,2026-07-31,Non-Scheduled Maintenance,Box Damage,Sample box damage reported at Crewe,Body,0,Sample Repair Site 10,1,AO,2026-08-08,2026-10-07,3,,Open,6,
SA19WDU,Newport,Tractor Unit,2026-09-20,Non-Scheduled Maintenance,Fluid Leak,Sample fluid leak reported at Newport,Mechanical,0,Sample Repair Site 8,1,AO,2026-09-23,2026-09-20,1,,Open,2,
SA20GZG,Larkhall,Tractor Unit,2026-09-13,Non-Scheduled Maintenance,Box Damage,Sample box damage reported at Larkhall,Body,1,Sample Repair Site 7,0,AO,2026-09-21,2026-09-29,1,,Open,11,
SA23GBJ,Fareham,Conventional Trailer,2026-09-23,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Fareham,Mechanical,0,Sample Repair Site 6,1,AO,2026-10-04,2026-10-04,0,,Open,13,
SA19RCX,Avonmouth,Tractor Unit,2026-09-17,Non-Scheduled Maintenance,Steering,Sample steering reported at Avonmouth,Mechanical,1,Sample Repair Site 1,0,AO,2026-09-27,2026-09-27,0,,Open,14,
SA21ZWR,Newport,3.5 Tonne,2026-09-23,Legal Maintenance,Inspection,Sample inspection reported at Newport,Mechanical,0,Sample Repair Site 11,0,Fraikin,2026-09-24,2026-09-24,0,,Open,1,
SA25BEL,Crossgreen,Conventional Trailer,2026-09-19,Non-Scheduled Maintenance,Brakes,Sample brakes reported at Crossgreen,Mechanical,1,Sample Repair Site 5,1,AO,2026-09-23,2026-09-27,1,,Open,4,
SA23BYE,Crewe,3.5 Tonne,2026-09-22,Vehicle Damage - Crew Recharge,Cosmetic Damage,Sample cosmetic damage reported at Crewe,Body,0,Sample Repair Site 4,0,AO,2026-09-25,2026-09-25,0,,Open,4,
SA19VVE,Crossgreen,Tractor Unit,2026-09-21,RTC - AO Liable,Major Damage,Sample major damage reported at Crossgreen,Body,0,Sample Repair Site 3,1,AO,2026-10-12,2026-10-12,0,,Open,29,
SA25YZX,Stoke,Conventional Trailer,2026-09-19,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Stoke,Mechanical,0,Sample Repair Site 9,1,Fraikin,2026-10-02,2026-10-02,0,,Open,9,
SA22ZEH,Fareham,Tractor Unit,2026-09-10,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Fareham,Mechanical,1,Sample Repair Site 3,1,Fraikin,2026-09-20,2026-09-18,1,,Open,6,
SA24VEA,Luton,3.5 Tonne,2026-09-21,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Luton,Mechanical,1,Sample Repair Site 9,0,Third Party,2026-09-24,2026-09-24,0,,Open,2,
SA22YNN,Crawley,18 Tonne,2026-09-18,Non-Scheduled Maintenance,Tail Lift,Sample tail lift reported at Crawley,Mechanical,0,Sample Repair Site 10,1,Fraikin,2026-09-25,2026-09-18,0,,Open,8,
SA23HKU,Crewe,18 Tonne,2026-09-22,RTC - AO Liable,Major Damage,Sample major damage reported at Crewe,Body,0,Sample Repair Site 3,1,Fraikin,2026-10-09,2026-10-09,0,,Open,11,
SA23RZC,Crossgreen,Tractor Unit,2026-09-22,Legal Maintenance,MOT & Service,Sample mot & service reported at Crossgreen,Mechanical,1,Sample Repair Site 4,0,AO,2026-09-24,2026-09-22,0,,Open,2,FV100264
SA19UCD,Crossgreen,18 Tonne,2026-09-24,Legal Maintenance,MOT & Service,Sample mot & service reported at Crossgreen,Mechanical,0,Sample Repair Site 1,1,Fraikin,2026-09-26,2026-09-26,0,,Open,3,
SA22KCL,Spennymoor,Tractor Unit,2026-09-13,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Spennymoor,Mechanical,0,Sample Repair Site 6,1,AO,2026-09-25,2026-09-25,0,,Open,7,FV100038
SA21WAF,Crewe,18 Tonne,2026-09-20,Vehicle Damage - Crew Recharge,Minor Damage,Sample minor damage reported at Crewe,Body,1,Sample Repair Site 11,1,AO,2026-09-25,2026-09-25,0,,Open,5,
SA21LXC,Crewe,18 Tonne,2026-09-22,Non-Scheduled Maintenance,Clutch,Sample clutch reported at Crewe,Mechanical,0,Sample Repair Site 4,1,AO,2026-10-03,2026-10-03,0,,Open,5,
SA23PMY,Crossgreen,Hi-Cube,2026-09-24,Non-Scheduled Maintenance,Steering,Sample steering reported at Crossgreen,Mechanical,0,Sample Repair Site 5,1,AO,2026-10-02,2026-10-02,0,,Open,9,
SA21YUH,Crossgreen,Tractor Unit,2026-09-18,Vehicle Damage - Crew Recharge,Minor Damage,Sample minor damage reported at Crossgreen,Body,0,Sample Repair Site 8,1,AO,2026-09-22,2026-09-18,1,,Open,5,
SA21FMO,Basildon,3.5 Tonne,2026-09-21,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Basildon,Mechanical,0,Sample Repair Site 4,0,AO,2026-09-30,2026-09-21,0,,Open,5,FV100850
SA21BRK,Spennymoor,Tractor Unit,2026-09-14,Non-Scheduled Maintenance,Steering,Sample steering reported at Spennymoor,Mechanical,0,Sample Repair Site 5,0,Third Party,2026-09-22,2026-09-26,1,,Open,9,FV100250
SA23SXC,Crewe,3.5 Tonne,2026-09-04,Non-Scheduled Maintenance,Gearbox,Sample gearbox reported at Crewe,Mechanical,0,Sample Repair Site 6,1,AO,2026-09-23,2026-09-27,1,,Open,14,
SA20LGB,Gravesend,18 Tonne,2026-09-23,Legal Maintenance,Inspection,Sample inspection reported at Gravesend,Mechanical,1,Sample Repair Site 8,1,AO,2026-09-24,2026-09-24,0,,Open,1,
SA21LKC,Yaxley,3.5 Tonne,2026-09-22,Vehicle Damage - Crew Recharge,Minor Damage,Sample minor damage reported at Yaxley,Body,0,Sample Repair Site 4,1,AO,2026-09-26,2026-09-26,0,,Open,3,
SA22HMV,Crewe,18 Tonne,2026-09-21,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Crewe,Body,0,Sample Repair Site 9,1,AO,2026-09-24,2026-09-21,0,,Open,4,
SA23SMA,Crossgreen,3.5 Tonne,2026-09-21,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Crossgreen,Body,0,Sample Repair Site 5,1,Third Party,2026-09-24,2026-09-21,0,,Open,2,FV100405
SA19CJE,Fareham,Tractor Unit,2026-09-11,Non-Scheduled Maintenance,Clutch,Sample clutch reported at Fareham,Mechanical,0,Sample Repair Site 6,1,AO,2026-09-23,2026-09-30,1,,Open,14,
SA25ASS,Crossgreen,Tractor Unit,2026-09-18,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Crossgreen,Mechanical,1,Sample Repair Site 4,1,Third Party,2026-09-27,2026-09-18,0,,Open,4,
SA22YAV,Potters-Bar,3.5 Tonne,2026-09-17,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Potters-Bar,Mechanical,1,Sample Repair Site 6,0,AO,2026-10-01,2026-10-01,0,,Open,16,
SA20TYO,Newport,3.5 Tonne,2026-09-24,Legal Maintenance,Inspection,Sample inspection reported at Newport,Mechanical,0,Sample Repair Site 11,1,AO,2026-09-25,2026-09-25,0,,Open,1,FV100205
SA22ZAP,Crossgreen,Hi-Cube,2026-09-21,Vehicle Damage - Crew Recharge,Door Damage,Sample door damage reported at Crossgreen,Body,0,Sample Repair Site 11,1,Fraikin,2026-09-25,2026-09-25,0,,Open,5,
SA24CYO,Crossgreen,18 Tonne,2026-09-12,RTC - AO Liable,Major Damage,Sample major damage reported at Crossgreen,Body,0,Sample Repair Site 4,1,AO,2026-09-29,2026-09-13,0,,Open,20,FV100632
SA24UBW,Exeter,3.5 Tonne,2026-09-23,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Exeter,Body,0,Sample Repair Site 2,1,AO,2026-10-02,2026-09-23,0,,Open,7,
SA24LVX,Potters-Bar,Tractor Unit,2026-09-12,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Potters-Bar,Mechanical,0,Sample Repair Site 4,0,AO,2026-09-26,2026-09-26,0,,Open,8,FV100961
SA22UNE,Coventry,3.5 Tonne,2026-09-23,Non-Scheduled Maintenance,Shutter Door,Sample shutter door reported at Coventry,Body,0,Sample Repair Site 12,1,AO,2026-09-27,2026-09-27,0,,Open,4,FV100343
SA23NNT,Stoke,Conventional Trailer,2026-09-20,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Stoke,Body,0,Sample Repair Site 9,1,Fraikin,2026-09-23,2026-09-29,1,,Open,4,
SA23XPJ,Dundee,18 Tonne,2026-09-23,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Dundee,Body,0,Sample Repair Site 6,1,AO,2026-09-27,2026-09-23,0,,Open,3,
